;;;;;;;;;;;;;;;;;;;;;;
Día;Línea de servicio;Hora de operación;;;;;;;;;;;;;;;;;;;;
;;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00;Total general (Número de pasajeros)
13/04/2021;LÍNEA T-A;999;2.409;2.855;2.309;1.575;1.269;1.179;1.235;1.313;1.183;1.555;1.711;2.411;2.935;2.968;2.529;1.118;591;421;11;32.576
13/04/2021;LÍNEA M;308;664;606;429;242;203;163;199;207;183;243;287;468;617;832;594;301;141;125;18;6.830
13/04/2021;LÍNEA H;174;385;294;175;94;75;73;66;63;60;47;32;44;40;22;30;25;2;3;;1.704
13/04/2021;LÍNEA O;123;595;800;651;431;266;256;213;243;244;305;359;625;801;594;437;246;149;41;;7.379
14/04/2021;LÍNEA A;12.743;31.896;35.353;27.886;19.002;14.323;12.567;12.173;14.013;14.350;18.758;21.486;35.373;41.929;35.715;20.973;9.565;5.950;2.755;10;386.820
14/04/2021;LÍNEA B;2.367;5.518;5.688;4.561;3.194;2.469;2.175;2.077;2.287;2.281;2.439;2.905;4.444;5.876;4.557;2.823;1.435;703;264;1;58.064
14/04/2021;LÍNEA K;1.574;1.814;1.773;1.639;1.261;971;754;704;861;624;493;571;694;523;375;354;337;87;20;1;15.430
14/04/2021;LÍNEA J;978;1.471;1.480;1.406;914;665;448;438;455;385;285;332;392;357;356;243;146;57;16;;10.824
14/04/2021;LÍNEA L;;;;;;33;40;31;41;33;34;55;44;44;;;;;;;355
14/04/2021;LÍNEA 1;2.371;6.149;6.842;5.898;3.988;3.015;2.581;2.437;2.716;2.611;3.221;3.769;5.630;6.872;5.704;3.663;1.746;927;491;4;70.635
14/04/2021;LÍNEA 2;93;433;584;466;418;391;392;439;404;459;543;668;978;1.036;1.006;637;206;115;37;1;9.306
14/04/2021;LÍNEA T-A;974;2.329;2.813;2.313;1.609;1.352;1.170;1.028;1.336;1.220;1.482;1.711;2.411;3.159;3.018;2.447;1.100;597;448;15;32.532
14/04/2021;LÍNEA M;286;650;612;414;279;208;175;156;191;181;239;297;479;681;782;626;285;165;102;17;6.825
14/04/2021;LÍNEA H;167;355;294;183;120;65;63;50;53;47;56;40;50;34;28;18;27;5;;;1.655
14/04/2021;LÍNEA O;125;545;777;676;472;316;264;228;254;240;321;412;616;787;639;433;224;143;38;2;7.512
15/04/2021;LÍNEA A;12.439;30.691;35.758;27.987;19.784;14.795;12.994;12.925;14.703;15.196;20.019;23.201;36.001;42.561;35.344;25.751;11.289;6.430;2.813;7;400.688
15/04/2021;LÍNEA B;2.354;5.140;5.813;4.544;3.503;2.446;2.217;2.073;2.319;2.263;2.625;3.067;4.385;5.855;4.767;2.982;1.668;719;224;2;58.966
15/04/2021;LÍNEA K;1.598;1.778;1.817;1.730;1.438;925;776;684;897;634;594;612;728;614;491;349;226;106;24;;16.021
15/04/2021;LÍNEA J;1.012;1.459;1.400;1.305;1.075;548;519;447;485;421;377;392;452;428;394;237;132;43;9;;11.135
15/04/2021;LÍNEA L;;;;;2;39;41;38;51;22;46;43;49;66;;;;;;;397
15/04/2021;LÍNEA 1;2.362;6.044;6.926;6.008;4.080;3.069;2.742;2.624;2.906;2.846;3.411;4.175;5.632;6.833;6.133;4.016;2.083;995;475;9;73.369
15/04/2021;LÍNEA 2;83;434;553;457;401;411;455;444;453;474;601;723;983;1.089;977;742;237;131;29;1;9.678
15/04/2021;LÍNEA T-A;928;2.294;2.712;2.441;1.828;1.391;1.193;1.208;1.345;1.343;1.604;1.769;2.508;3.196;3.247;2.588;1.309;695;422;13;34.034
15/04/2021;LÍNEA M;273;596;605;441;331;220;183;190;210;243;230;331;447;669;780;585;254;184;105;11;6.888
15/04/2021;LÍNEA H;151;305;295;214;121;70;62;59;85;61;53;59;48;36;26;21;12;3;4;;1.685
15/04/2021;LÍNEA O;127;524;806;678;455;308;235;249;278;262;297;352;586;763;417;495;264;155;33;;7.284
16/04/2021;LÍNEA A;9.772;24.703;25.046;16.072;10.167;6.957;5.784;5.991;7.805;8.210;12.915;15.403;24.837;26.685;18.095;9.880;5.453;4.754;2.324;5;240.858
16/04/2021;LÍNEA B;1.803;4.306;3.763;2.445;1.558;976;863;831;1.038;934;1.233;1.591;2.604;3.002;2.036;1.122;771;441;220;;31.537
16/04/2021;LÍNEA K;1.494;1.740;1.441;1.112;833;470;405;402;576;376;252;312;421;330;257;192;232;70;25;;10.940
16/04/2021;LÍNEA J;935;1.316;1.007;729;505;307;253;262;311;227;141;207;287;266;227;162;117;28;10;;7.297
16/04/2021;LÍNEA 1;1.845;4.661;4.829;3.458;2.082;1.392;1.259;1.164;1.450;1.431;1.970;2.592;3.716;4.381;2.923;1.621;943;730;389;8;42.844
16/04/2021;LÍNEA 2;55;307;363;307;226;196;238;201;204;238;362;414;555;560;359;185;112;72;27;1;4.982
16/04/2021;LÍNEA T-A;768;1.933;1.980;1.382;869;663;566;604;735;701;956;1.248;1.791;2.137;1.748;1.087;683;438;343;11;20.643
16/04/2021;LÍNEA M;235;481;418;277;182;116;108;112;139;111;153;308;348;472;510;336;149;95;83;23;4.656
16/04/2021;LÍNEA H;142;270;209;118;77;45;31;48;45;34;23;22;41;29;16;9;24;6;3;;1.192
16/04/2021;LÍNEA O;83;471;602;393;215;162;126;129;153;131;202;267;417;541;322;193;125;115;30;1;4.678
17/04/2021;LÍNEA A;8.513;20.055;18.228;12.010;6.748;5.123;5.247;6.586;14.349;16.722;17.439;11.562;10.739;9.328;7.557;5.148;3.923;3.772;1.626;5;184.680
17/04/2021;LÍNEA B;1.562;3.398;2.829;1.846;972;749;758;831;1.692;1.864;1.549;1.392;1.436;1.262;1.057;737;546;415;149;2;25.046
17/04/2021;LÍNEA K;1.404;1.746;1.242;748;512;379;350;347;481;312;279;287;414;327;250;188;175;67;17;;9.525
17/04/2021;LÍNEA J;766;1.206;843;515;307;228;274;246;326;231;199;229;297;237;221;168;95;46;25;;6.459
17/04/2021;LÍNEA 1;1.694;3.644;3.490;2.544;1.425;1.134;1.092;1.164;2.303;2.505;2.588;1.964;1.864;1.660;1.433;954;686;529;297;12;32.982
17/04/2021;LÍNEA 2;42;264;270;253;162;202;171;216;376;342;363;242;226;237;157;118;92;65;17;2;3.817
17/04/2021;LÍNEA T-A;728;1.540;1.518;1.046;682;504;516;610;1.093;1.382;1.422;1.123;1.018;926;879;621;478;384;219;22;16.711
17/04/2021;LÍNEA M;219;408;290;206;95;80;90;99;186;298;305;302;205;209;203;152;100;76;64;6;3.593
17/04/2021;LÍNEA H;131;235;139;82;44;43;36;25;29;25;21;18;28;18;18;24;12;12;6;1;947
17/04/2021;LÍNEA O;85;406;467;311;170;135;109;128;264;304;264;208;217;252;185;118;115;81;27;;3.846
18/04/2021;LÍNEA A;2.330;6.242;5.969;3.770;2.542;2.364;2.315;2.390;2.948;3.540;5.049;3.964;5.102;5.202;5.153;3.726;3.299;2.334;116;;68.355
18/04/2021;LÍNEA B;440;954;846;536;380;390;352;315;370;374;523;498;647;725;725;564;514;329;19;;9.501
18/04/2021;LÍNEA K;;;;;110;213;226;220;233;197;178;282;392;264;260;231;259;71;7;;3.143
18/04/2021;LÍNEA J;;;;1;11;207;190;211;194;178;147;192;230;196;196;144;117;30;1;;2.245
18/04/2021;LÍNEA 1;373;1.139;1.086;808;581;537;540;546;647;657;883;731;899;984;925;658;587;412;58;;13.051
18/04/2021;LÍNEA 2;;112;76;80;63;61;68;76;72;80;127;88;96;114;108;74;50;30;10;;1.385
18/04/2021;LÍNEA T-A;123;414;465;292;231;305;290;291;387;367;465;412;512;570;593;451;441;285;44;;6.938
18/04/2021;LÍNEA M;;;;;26;72;62;61;77;68;97;84;108;106;126;95;94;57;24;;1.157
18/04/2021;LÍNEA H;;;;;2;24;16;28;17;16;24;17;23;23;32;23;10;8;;;263
18/04/2021;LÍNEA O;16;154;151;100;78;66;57;71;87;65;102;81;116;132;150;97;73;62;6;;1.664
19/04/2021;LÍNEA A;12.603;30.569;35.878;29.801;21.204;15.953;14.013;13.458;15.213;15.559;20.275;22.644;35.718;43.060;36.403;23.350;10.495;6.099;2.964;8;405.267
19/04/2021;LÍNEA B;2.328;5.205;5.797;4.878;3.357;2.590;2.313;2.214;2.394;2.311;2.574;2.960;4.439;5.798;4.675;2.979;1.545;705;279;1;59.342
19/04/2021;LÍNEA K;1.557;1.873;1.757;1.783;1.495;982;841;793;918;720;534;527;625;494;463;393;399;98;43;;16.295
19/04/2021;LÍNEA J;944;1.429;1.444;1.399;1.064;609;516;478;563;437;438;417;403;426;407;269;174;70;10;;11.497
19/04/2021;LÍNEA 1;2.357;6.001;6.782;5.822;4.153;3.322;2.880;2.759;2.941;2.812;3.402;3.973;5.558;6.775;5.824;3.902;1.834;963;516;8;72.584
19/04/2021;LÍNEA 2;89;418;501;513;415;409;442;492;500;509;522;704;925;1.122;947;745;257;139;52;;9.701
19/04/2021;LÍNEA T-A;913;2.248;2.769;2.544;1.681;1.399;1.203;1.198;1.369;1.285;1.574;1.765;2.435;3.293;3.033;2.609;1.289;637;403;17;33.664
19/04/2021;LÍNEA M;232;565;596;468;254;214;164;211;204;206;255;317;459;662;726;700;297;143;127;36;6.836
19/04/2021;LÍNEA H;170;324;288;184;135;88;87;61;78;59;43;35;42;42;35;29;22;5;3;;1.730
19/04/2021;LÍNEA O;113;563;763;687;459;319;273;260;279;238;309;368;593;841;624;490;248;144;39;1;7.611
20/04/2021;LÍNEA A;12.350;30.557;36.401;29.299;20.270;15.261;12.951;12.924;14.775;14.869;19.196;22.817;36.585;43.082;35.309;22.176;9.945;6.094;2.910;10;397.781
20/04/2021;LÍNEA B;2.365;5.234;5.791;4.726;3.424;2.476;2.199;2.033;2.313;2.202;2.572;3.007;4.352;5.653;4.511;2.730;1.584;639;303;2;58.116
20/04/2021;LÍNEA K;1.566;1.819;1.816;1.806;1.374;901;809;711;841;623;535;597;688;550;405;379;379;96;31;2;15.928
20/04/2021;LÍNEA J;920;1.461;1.454;1.385;977;566;450;410;523;373;398;366;395;361;350;259;150;60;12;;10.870
20/04/2021;LÍNEA L;;;;;1;52;49;38;65;38;34;54;52;41;;;;;;;424
20/04/2021;LÍNEA 1;2.017;5.380;6.671;5.978;4.058;3.209;2.641;2.627;2.800;2.725;3.175;3.686;5.462;6.670;5.660;3.657;1.741;950;511;9;69.627
20/04/2021;LÍNEA 2;102;506;557;462;424;398;445;457;427;423;507;649;927;1.077;933;665;247;131;55;;9.392
20/04/2021;LÍNEA T-A;935;2.236;2.913;2.416;1.740;1.345;1.211;1.308;1.374;1.253;1.528;1.842;2.441;3.100;3.095;2.514;1.196;650;376;28;33.501
20/04/2021;LÍNEA M;237;589;622;450;279;204;175;215;211;189;248;344;453;606;774;654;303;150;104;25;6.832
20/04/2021;LÍNEA H;163;315;298;194;133;95;82;57;59;38;48;46;44;34;32;23;21;3;;;1.685
20/04/2021;LÍNEA O;129;598;778;648;462;310;263;217;238;265;286;417;596;771;610;489;264;135;35;1;7.512
21/04/2021;LÍNEA A;12.298;30.103;35.881;28.928;20.433;15.370;13.370;12.879;14.800;14.766;19.470;22.215;36.509;42.866;36.083;22.104;10.138;6.202;2.721;19;397.155
21/04/2021;LÍNEA B;2.329;5.116;5.842;4.669;3.404;2.361;2.265;2.083;2.448;2.221;2.565;2.924;4.530;5.841;4.578;2.849;1.479;765;292;3;58.564
21/04/2021;LÍNEA K;1.749;2.085;2.051;1.869;1.428;882;773;704;855;591;546;591;664;581;362;351;389;96;25;3;16.595
21/04/2021;LÍNEA J;935;1.485;1.444;1.484;948;607;413;464;505;405;361;338;438;419;367;205;149;55;11;;11.033
21/04/2021;LÍNEA L;;;;;1;41;27;40;43;29;34;51;41;74;;;;;;;381
21/04/2021;LÍNEA 1;2.314;5.868;6.753;5.728;4.141;3.080;2.758;2.551;2.844;2.803;3.554;3.791;5.647;6.704;5.645;3.721;1.873;937;515;11;71.238
21/04/2021;LÍNEA 2;81;427;552;479;400;29;390;423;427;460;521;742;918;1.077;849;755;273;138;41;2;8.984
21/04/2021;LÍNEA T-A;930;2.250;2.805;2.437;1.651;489;1.197;1.175;1.398;1.225;1.529;1.802;1.177;1.781;3.158;2.438;1.225;646;421;10;29.744
21/04/2021;LÍNEA M;214;585;598;452;288;101;174;186;215;214;278;331;306;277;842;675;348;136;131;12;6.363
21/04/2021;LÍNEA H;153;327;310;197;105;47;65;71;70;51;55;50;23;28;26;26;13;4;4;;1.625
21/04/2021;LÍNEA O;131;565;807;635;475;270;234;239;272;273;279;381;601;810;642;482;245;139;47;2;7.529
22/04/2021;LÍNEA A;12.406;30.204;36.073;28.943;20.045;14.816;12.954;13.093;14.913;15.561;20.521;23.589;36.961;43.877;36.095;22.859;10.849;6.325;2.812;6;402.902
22/04/2021;LÍNEA B;2.368;5.176;5.815;4.739;3.481;2.462;2.184;2.237;2.377;2.251;2.677;2.889;4.124;5.907;4.532;2.892;1.590;746;310;1;58.758
22/04/2021;LÍNEA K;1.707;2.180;2.072;1.728;1.375;1.015;795;733;860;652;602;574;757;542;389;332;353;101;25;2;16.794
22/04/2021;LÍNEA J;933;1.418;1.458;1.430;972;568;486;447;510;460;381;378;437;403;340;245;156;36;15;;11.073
22/04/2021;LÍNEA L;;;;;;33;40;57;34;51;34;32;47;59;;;;;;;387
22/04/2021;LÍNEA 1;2.357;5.872;6.828;5.806;3.988;3.076;2.823;2.548;2.748;2.764;3.558;4.065;5.724;6.754;5.814;3.651;1.963;957;531;12;71.839
22/04/2021;LÍNEA 2;92;456;530;492;380;405;404;468;488;417;502;664;1.003;1.066;936;666;279;135;36;3;9.422
22/04/2021;LÍNEA T-A;934;2.320;2.867;2.474;1.696;1.352;800;52;56;1.103;1.541;1.849;2.548;3.218;3.084;2.616;1.216;712;378;8;30.824
22/04/2021;LÍNEA M;243;593;601;511;315;200;158;60;67;153;238;362;443;666;804;623;314;161;112;26;6.650
22/04/2021;LÍNEA H;164;342;320;198;112;75;57;60;22;41;40;54;52;36;21;21;11;2;;;1.628
22/04/2021;LÍNEA O;124;565;820;619;454;294;268;263;255;215;312;345;661;794;614;478;247;141;48;1;7.518
23/04/2021;LÍNEA A;10.455;25.414;26.508;17.664;10.562;7.138;6.043;5.244;6.435;8.421;13.429;15.200;25.917;28.715;19.629;10.116;5.822;4.717;2.406;4;249.839
23/04/2021;LÍNEA B;1.899;4.568;4.082;2.772;1.694;977;882;928;1.172;1.027;1.376;1.660;2.748;3.515;2.323;1.299;858;570;234;2;34.586
23/04/2021;LÍNEA K;1.581;2.020;1.637;1.238;899;479;390;423;539;300;246;302;411;325;265;236;301;80;17;1;11.690
23/04/2021;LÍNEA J;948;1.386;1.082;816;511;283;258;254;310;224;196;207;292;273;248;88;;;11;;7.387
23/04/2021;LÍNEA 1;2.122;4.891;4.975;3.469;2.142;1.415;1.320;1.231;1.499;1.444;2.119;2.519;3.763;4.419;3.200;1.740;1.004;697;419;14;44.402
23/04/2021;LÍNEA 2;64;401;397;358;268;227;225;265;233;276;328;414;613;661;421;182;122;88;25;;5.568
23/04/2021;LÍNEA T-A;774;1.896;2.201;1.543;937;637;566;561;719;648;999;1.319;1.904;2.326;1.930;1.158;664;513;345;20;21.660
23/04/2021;LÍNEA M;220;496;422;302;206;125;86;131;137;109;141;274;358;547;554;331;180;106;95;30;4.850
23/04/2021;LÍNEA H;165;283;222;122;57;31;31;26;41;33;24;33;33;20;26;21;13;4;;;1.185
23/04/2021;LÍNEA O;112;487;652;454;238;166;156;143;145;181;208;286;433;563;386;199;115;119;48;2;5.093
24/04/2021;LÍNEA A;8.843;20.183;19.919;12.799;7.197;5.458;5.773;7.064;15.171;18.224;18.335;12.038;11.087;10.069;8.241;5.538;4.200;3.944;1.721;5;195.809
24/04/2021;LÍNEA B;1.692;3.527;3.027;1.952;1.059;782;738;878;1.896;1.951;1.808;1.410;1.448;1.289;1.164;773;658;403;191;1;26.647
24/04/2021;LÍNEA K;1.383;2.006;1.515;852;519;423;417;416;505;322;272;314;436;284;283;254;220;72;12;1;10.506
24/04/2021;LÍNEA J;797;1.208;865;576;320;243;249;251;317;270;225;246;286;233;219;172;110;47;15;1;6.650
24/04/2021;LÍNEA 1;1.776;3.801;3.765;2.720;1.582;1.218;1.106;1.259;2.576;2.835;2.824;2.054;1.966;1.729;1.585;1.036;798;581;352;12;35.575
24/04/2021;LÍNEA 2;54;299;297;273;221;190;200;242;386;406;387;300;267;229;183;99;102;64;25;;4.224
24/04/2021;LÍNEA T-A;714;1.625;1.682;1.111;691;554;535;662;1.239;1.407;1.554;1.187;1.065;1.029;916;679;503;460;264;20;17.897
24/04/2021;LÍNEA M;193;438;350;239;112;95;106;125;232;311;421;302;241;263;224;162;122;102;95;17;4.150
24/04/2021;LÍNEA H;124;259;158;70;54;31;31;34;47;20;26;25;34;18;23;15;5;14;6;;994
24/04/2021;LÍNEA O;104;378;482;337;189;135;118;132;260;274;260;231;226;235;192;134;84;98;21;;3.890
25/04/2021;LÍNEA A;2.442;6.431;6.235;3.778;2.675;2.438;2.422;2.718;3.236;3.729;5.325;4.266;5.363;5.385;5.264;3.948;3.546;2.279;136;;71.616
25/04/2021;LÍNEA B;428;967;826;536;388;334;331;393;411;449;602;574;697;744;739;572;538;332;27;;9.888
25/04/2021;LÍNEA K;;;;;107;255;262;251;277;218;198;283;439;285;294;253;239;82;6;;3.449
25/04/2021;LÍNEA J;;;;;22;223;182;189;165;174;147;218;237;203;201;167;118;32;;;2.278
25/04/2021;LÍNEA 1;405;1.232;1.111;845;593;569;582;619;701;787;1.016;816;1.010;977;981;684;602;378;71;;13.979
25/04/2021;LÍNEA 2;1;116;116;79;70;56;62;75;68;82;120;92;112;108;115;94;76;34;3;;1.479
25/04/2021;LÍNEA T-A;132;432;477;342;268;296;331;327;346;357;507;504;559;561;672;489;444;313;59;;7.416
25/04/2021;LÍNEA M;;;;;52;72;84;77;73;88;108;125;140;129;152;112;89;55;25;;1.381
25/04/2021;LÍNEA H;;;;;6;27;31;20;18;29;29;30;44;41;26;18;15;6;3;;343
25/04/2021;LÍNEA O;22;143;148;105;91;69;71;67;72;68;120;99;130;144;134;100;77;69;3;;1.732
26/04/2021;LÍNEA A;12.465;30.779;36.044;29.475;20.640;15.887;14.042;13.707;15.388;15.285;20.653;21.604;34.371;43.696;36.573;22.229;10.183;6.151;2.974;13;402.159
26/04/2021;LÍNEA B;2.433;5.117;5.897;4.813;3.486;2.611;2.212;2.367;2.435;2.244;2.615;2.523;4.679;5.854;4.561;2.775;1.494;707;277;1;59.101
26/04/2021;LÍNEA K;1.695;2.188;2.050;1.954;1.478;950;831;726;897;633;568;339;566;291;375;317;351;97;24;;16.330
26/04/2021;LÍNEA J;942;1.434;1.414;1.419;1.027;625;517;454;515;430;376;180;405;328;310;216;177;46;9;1;10.825
26/04/2021;LÍNEA 1;2.332;5.965;6.764;5.792;4.235;3.169;2.899;2.629;2.982;2.828;3.599;3.370;5.396;7.281;5.763;3.804;1.908;945;458;8;72.127
26/04/2021;LÍNEA 2;81;435;541;509;410;425;423;428;469;408;521;613;936;1.033;905;665;249;122;40;1;9.214
26/04/2021;LÍNEA T-A;957;2.299;2.871;2.544;1.751;1.357;1.227;1.248;1.409;1.287;1.665;1.744;2.229;3.076;3.080;2.542;1.197;595;452;8;33.538
26/04/2021;LÍNEA M;250;639;605;481;300;208;208;236;215;195;231;289;368;567;762;680;348;128;143;11;6.864
26/04/2021;LÍNEA H;157;313;305;221;117;112;79;66;75;47;54;25;29;39;27;26;19;10;1;;1.722
26/04/2021;LÍNEA O;140;493;778;651;477;253;253;238;271;231;334;283;615;752;580;498;242;140;50;;7.279
27/04/2021;LÍNEA A;12.405;30.204;36.343;29.526;20.680;15.000;13.237;12.523;14.734;15.116;20.332;21.676;36.208;43.328;36.046;22.367;10.404;6.202;2.929;7;399.267
27/04/2021;LÍNEA B;2.306;5.296;5.656;4.848;3.434;2.565;2.238;2.091;2.201;2.104;2.457;2.745;4.332;5.801;4.347;2.740;1.586;759;327;1;57.834
27/04/2021;LÍNEA K;1.707;2.107;2.172;1.994;1.353;952;720;546;823;588;532;522;686;566;384;334;363;90;21;1;16.461
27/04/2021;LÍNEA J;948;1.457;1.409;1.334;1.000;616;494;427;405;334;311;337;454;390;341;228;155;41;16;;10.697
27/04/2021;LÍNEA L;;;;;3;28;38;32;24;14;16;15;59;49;;;;;;;278
27/04/2021;LÍNEA 1;2.347;5.788;6.678;5.864;4.167;3.173;2.779;2.516;2.809;2.604;3.347;3.672;5.364;6.464;5.556;3.820;1.921;936;488;8;70.301
27/04/2021;LÍNEA 2;105;416;571;521;396;423;453;428;425;414;529;635;918;1.125;946;707;272;107;45;;9.436
27/04/2021;LÍNEA T-A;911;2.336;2.851;2.477;1.765;1.291;1.188;1.244;1.315;1.220;1.531;1.711;2.486;3.124;3.078;2.485;1.195;597;478;20;33.303
27/04/2021;LÍNEA M;231;574;589;468;318;194;187;193;184;186;227;313;422;656;713;690;325;147;119;15;6.751
27/04/2021;LÍNEA H;157;323;290;200;126;69;59;44;70;55;59;46;44;41;19;19;26;4;1;;1.652
27/04/2021;LÍNEA O;129;573;796;648;498;310;268;229;248;212;333;355;645;825;590;467;251;145;57;2;7.581
28/04/2021;LÍNEA A;12.391;30.346;35.492;27.136;19.695;16.127;13.529;13.267;15.752;15.551;22.452;24.090;15.134;16.296;31.805;13.581;7.034;4.789;2.129;10;336.606
28/04/2021;LÍNEA B;2.378;5.312;5.600;4.480;3.253;2.694;2.213;2.067;2.587;1.514;1.851;1.135;1.550;3.141;3.330;1.728;1.159;501;206;2;46.701
28/04/2021;LÍNEA K;1.665;2.155;2.122;1.818;1.330;912;767;672;593;513;441;451;322;381;323;311;311;89;15;;15.191
28/04/2021;LÍNEA J;968;1.410;1.454;1.289;824;527;455;450;480;299;261;220;288;277;226;170;107;24;12;;9.741
28/04/2021;LÍNEA L;;;;;;25;27;25;24;25;30;40;20;21;;;;;;;237
28/04/2021;LÍNEA 1;2.193;5.667;6.323;4.929;3.410;2.720;2.239;2.020;2.078;2.071;3.070;3.449;2.709;2.021;3.765;2.570;1.467;700;330;6;53.737
28/04/2021;LÍNEA 2;95;455;534;469;346;262;7;;;;;;;;;;6;27;16;1;2.218
28/04/2021;LÍNEA T-A;956;2.302;2.706;2.255;1.567;1.117;475;37;47;37;13;25;10;;36;29;39;133;198;11;11.993
28/04/2021;LÍNEA M;251;594;608;458;256;167;102;54;42;36;52;69;68;;193;125;56;42;55;17;3.245
28/04/2021;LÍNEA H;159;331;296;177;107;64;37;11;31;12;2;3;1;;3;5;4;3;;;1.246
28/04/2021;LÍNEA O;135;539;801;634;327;178;128;106;;;;;;;;204;153;60;21;;3.286
29/04/2021;LÍNEA A;11.877;29.476;35.140;28.510;20.058;14.905;13.461;13.286;15.717;17.102;24.521;27.618;36.338;37.113;30.919;18.209;9.796;6.184;2.702;12;392.944
29/04/2021;LÍNEA B;2.291;5.112;5.614;4.783;3.294;2.440;2.168;2.010;2.321;2.467;3.014;3.125;4.545;3.181;4.308;2.475;1.531;692;272;2;55.645
29/04/2021;LÍNEA K;1.748;2.129;2.148;1.890;1.314;945;711;725;897;636;615;322;573;496;365;311;309;82;25;;16.241
29/04/2021;LÍNEA J;967;1.408;1.426;1.373;844;552;501;463;492;425;349;305;368;371;270;236;129;43;16;;10.538
29/04/2021;LÍNEA L;;;;;6;32;24;19;36;29;48;19;40;56;;;;;;;309
29/04/2021;LÍNEA 1;2.263;5.720;6.716;5.682;4.006;3.191;2.595;2.604;2.965;3.009;3.889;3.927;4.468;3.513;4.497;3.336;1.889;915;449;12;65.646
29/04/2021;LÍNEA 2;92;421;540;475;365;386;414;438;448;457;588;552;9;;;;58;84;29;;5.356
29/04/2021;LÍNEA T-A;955;2.186;2.726;2.367;1.643;1.271;1.103;1.136;1.313;1.359;1.708;1.149;109;143;142;235;912;528;384;9;21.378
29/04/2021;LÍNEA M;251;544;578;434;287;155;170;193;190;209;236;155;163;153;109;156;168;141;102;18;4.412
29/04/2021;LÍNEA H;161;290;297;211;104;80;75;52;53;57;37;29;24;16;7;7;18;8;1;;1.527
29/04/2021;LÍNEA O;132;504;821;657;471;298;261;262;266;253;325;474;602;608;601;465;246;125;47;3;7.421
30/04/2021;LÍNEA A;10.451;25.901;27.675;17.954;10.676;7.332;5.884;6.206;8.286;9.491;14.938;18.462;23.961;21.706;16.814;8.354;5.748;4.473;1.739;4;246.055
30/04/2021;LÍNEA B;1.967;4.640;4.301;2.912;1.562;1.041;907;1.007;1.248;1.209;1.708;1.983;2.842;2.958;2.096;1.108;787;480;220;1;34.977
30/04/2021;LÍNEA K;1.657;2.104;1.853;1.253;798;523;457;387;579;337;295;305;417;296;291;202;211;74;23;1;12.063
30/04/2021;LÍNEA J;957;1.414;1.149;782;511;334;282;308;361;242;251;251;306;245;231;171;84;36;13;1;7.929
30/04/2021;LÍNEA 1;2.037;5.018;5.179;3.595;2.117;1.452;1.215;1.265;1.614;1.594;2.395;3.050;3.630;3.657;2.966;1.595;971;717;331;8;44.406
30/04/2021;LÍNEA 2;83;382;429;346;265;258;259;241;251;248;367;43;;;;;;;;;3.172
30/04/2021;LÍNEA T-A;868;1.911;2.186;1.084;897;707;655;591;734;789;1.069;455;87;96;104;82;71;33;35;11;12.465
30/04/2021;LÍNEA M;233;496;415;221;178;108;106;119;115;133;139;175;75;93;96;78;51;34;21;2;2.888
30/04/2021;LÍNEA H;140;283;225;105;66;50;44;42;46;38;30;11;13;9;4;7;3;4;4;;1.124
30/04/2021;LÍNEA O;122;478;606;433;259;178;156;162;192;190;273;288;406;384;293;198;142;104;32;3;4.899
1/05/2021;LÍNEA A;3.165;8.597;9.143;5.664;3.774;3.649;4.001;7.059;5.981;4.269;2.485;1.463;1.917;1.537;12;;;;;;62.716
1/05/2021;LÍNEA B;652;1.404;1.418;822;525;570;573;990;678;430;269;229;288;183;;;;;;;9.031
1/05/2021;LÍNEA K;;;;;257;410;379;372;235;150;108;185;186;32;1;;;;;;2.315
1/05/2021;LÍNEA J;;;;;29;251;210;276;178;104;65;73;116;40;;;;;;;1.342
1/05/2021;LÍNEA 1;400;1.591;1.881;1.255;884;748;543;635;652;443;206;2;;;;;;;;;9.240
1/05/2021;LÍNEA T-A;;25;24;32;16;43;19;;7;1;5;18;10;15;;;;;;;215
1/05/2021;LÍNEA M;;;;;;46;30;39;33;23;30;29;37;38;;;;;;;305
1/05/2021;LÍNEA H;;;;;;20;9;6;6;2;3;5;;3;;;;;;;54
1/05/2021;LÍNEA O;17;212;208;170;109;93;76;;;;;;;;;;;;;;885
2/05/2021;LÍNEA A;1.330;3.709;3.298;1.931;1.323;1.246;1.225;1.320;1.363;1.421;1.793;1.932;2.956;2.659;1.963;1.549;1.294;929;28;;33.269
2/05/2021;LÍNEA B;252;511;467;271;181;200;184;210;230;208;197;280;295;233;290;181;137;110;6;;4.443
2/05/2021;LÍNEA K;;;;;51;149;141;134;153;96;155;157;238;133;37;110;70;18;3;;1.645
2/05/2021;LÍNEA J;;;;;5;99;88;71;57;57;67;100;119;40;3;57;39;6;1;;809
2/05/2021;LÍNEA 1;202;695;665;440;253;297;315;375;214;178;218;12;1;1;1;;;;1;;3.868
2/05/2021;LÍNEA 2;;52;38;41;27;41;33;31;17;;;;;;;;;;;;280
2/05/2021;LÍNEA T-A;51;191;229;156;119;160;153;166;92;1;2;;2;3;1;4;6;2;;;1.338
2/05/2021;LÍNEA M;;;;;;43;46;31;23;13;7;2;10;7;1;8;9;7;;;207
2/05/2021;LÍNEA H;;;;;;17;15;24;11;2;1;;1;5;;1;4;1;;;82
