;;;;;;;;;;;;;;;;;;;;;;
Día;Línea de servicio;Hora de operación;;;;;;;;;;;;;;;;;;;;
;;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00;Total general (Número de pasajeros)
25/11/2021;LÍNEA L;;;;;;83;98;152;116;99;117;103;111;138;;;;;;;1.017
25/11/2021;LÍNEA 1;2.613;7.249;9.924;8.930;5.835;4.898;4.303;4.075;4.606;4.162;4.649;5.285;7.789;8.724;8.391;4.794;3.164;2.371;1.401;93;103.256
25/11/2021;LÍNEA 2;120;657;934;876;674;746;752;252;255;754;578;;;;1.212;1.082;695;425;182;4;10.198
25/11/2021;LÍNEA T-A;1.103;3.127;4.017;3.727;2.510;2.059;1.812;635;903;2.080;2.260;2.429;3.046;3.065;4.104;2.896;1.979;1.395;1.081;53;44.281
25/11/2021;LÍNEA M;296;753;760;529;348;268;217;168;166;203;270;379;518;703;780;738;387;295;212;45;8.035
25/11/2021;LÍNEA H;171;442;409;260;153;133;110;53;51;64;51;50;61;54;33;33;22;11;5;;2.166
25/11/2021;LÍNEA O;180;760;1.196;1.082;677;563;457;468;500;497;529;578;878;1.163;892;584;465;388;176;17;12.050
25/11/2021;LÍNEA P;874;2.010;2.188;1.618;875;642;569;674;897;514;431;521;667;871;443;313;411;344;58;3;14.923
26/11/2021;LÍNEA A;13.911;40.118;53.079;44.526;28.761;24.371;22.596;23.215;27.090;25.918;32.055;37.568;53.357;70.002;54.440;35.150;22.035;16.803;11.464;110;636.569
26/11/2021;LÍNEA B;2.765;6.778;8.135;7.207;4.902;4.014;3.588;3.883;4.340;4.053;4.231;5.128;7.004;9.128;7.116;4.079;2.985;2.050;1.332;28;92.746
26/11/2021;LÍNEA K;2.387;2.877;2.843;2.248;1.739;1.503;1.332;1.338;1.491;1.207;990;983;1.050;1.069;721;540;590;287;137;3;25.335
26/11/2021;LÍNEA J;1.114;2.384;2.450;1.925;1.174;854;758;771;920;620;635;548;662;633;506;365;264;130;46;1;16.760
26/11/2021;LÍNEA L;;;;;;92;87;92;184;132;141;137;85;125;;;;;;;1.075
26/11/2021;LÍNEA 1;2.528;7.265;9.896;8.909;5.946;4.734;4.337;4.258;4.827;4.593;5.168;5.790;7.735;10.047;8.030;5.329;3.551;2.698;1.730;132;107.503
26/11/2021;LÍNEA 2;136;654;893;835;690;727;839;920;996;793;1.006;1.224;1.661;1.913;1.719;1.232;763;553;295;7;17.856
26/11/2021;LÍNEA T-A;1.103;3.058;4.139;3.716;2.692;2.026;1.984;2.091;2.382;2.121;2.373;2.705;3.592;4.397;4.115;3.144;2.155;1.580;1.280;106;50.759
26/11/2021;LÍNEA M;298;723;765;562;333;257;249;291;293;245;325;377;501;905;840;798;495;313;230;93;8.893
26/11/2021;LÍNEA H;172;435;378;255;161;104;87;102;109;56;54;85;70;70;48;34;44;24;5;;2.293
26/11/2021;LÍNEA O;172;795;1.155;1.029;681;544;516;539;538;493;512;538;738;1.129;900;598;458;459;267;19;12.080
26/11/2021;LÍNEA P;898;2.008;2.191;1.593;921;723;600;761;931;634;604;556;725;777;567;370;460;332;72;1;15.724
27/11/2021;LÍNEA A;11.666;27.266;35.617;32.887;24.943;21.913;21.539;24.469;36.723;41.360;44.772;38.479;35.988;33.699;32.849;25.220;18.705;15.582;10.006;119;533.802
27/11/2021;LÍNEA B;2.254;4.683;5.736;5.671;4.214;3.888;3.802;3.969;5.958;6.279;6.158;5.590;5.239;4.620;4.393;3.105;2.523;2.043;3.691;14;83.830
27/11/2021;LÍNEA K;1.815;2.754;2.738;2.307;1.664;1.411;1.233;1.302;1.434;1.263;1.259;1.203;1.320;1.256;832;682;631;455;265;3;25.827
27/11/2021;LÍNEA J;904;1.660;2.001;1.743;1.121;920;805;793;843;742;728;724;711;614;534;450;373;254;105;;16.025
27/11/2021;LÍNEA L;;;;;15;208;202;202;191;235;245;251;269;208;1;;;;;;2.027
27/11/2021;LÍNEA 1;2.060;5.289;6.905;6.747;5.169;4.454;4.207;4.378;5.961;6.311;6.437;6.231;5.282;4.871;4.542;3.701;2.948;2.566;1.867;109;90.035
27/11/2021;LÍNEA 2;110;520;604;638;589;621;686;826;1.134;1.220;1.202;1.085;1.131;1.079;1.068;851;586;415;266;4;14.635
27/11/2021;LÍNEA T-A;903;2.196;3.003;2.987;2.364;1.975;1.929;2.050;2.652;3.001;3.090;3.036;2.770;2.873;2.719;2.256;1.776;1.565;1.319;107;44.571
27/11/2021;LÍNEA M;240;497;613;483;380;258;273;318;364;459;596;626;532;506;531;432;344;345;271;88;8.156
27/11/2021;LÍNEA H;133;308;305;247;151;139;121;120;127;87;91;73;76;72;58;27;28;26;11;;2.200
27/11/2021;LÍNEA O;144;554;870;739;548;490;437;463;584;637;516;585;546;504;505;377;337;405;224;17;9.482
27/11/2021;LÍNEA P;697;1.225;1.504;1.356;842;618;638;597;716;674;641;798;672;544;460;396;344;264;115;6;13.107
28/11/2021;LÍNEA A;;5.179;16.587;11.693;11.568;12.404;13.762;13.881;15.202;17.184;19.699;18.906;20.486;20.366;19.118;16.102;15.801;11.947;947;;260.832
28/11/2021;LÍNEA B;;965;2.559;2.041;2.223;2.605;2.613;2.730;2.881;3.063;3.031;2.750;3.219;3.488;3.200;2.318;1.920;1.454;145;;43.205
28/11/2021;LÍNEA K;;;;;744;1.132;1.206;1.026;1.073;1.054;1.092;1.144;1.267;1.452;916;803;637;362;31;;13.939
28/11/2021;LÍNEA J;;;;;46;982;767;637;727;642;579;572;621;696;612;520;439;201;17;;8.058
28/11/2021;LÍNEA L;;;;;107;231;280;313;366;294;296;316;355;391;;;;;;;2.949
28/11/2021;LÍNEA 1;;606;2.854;2.359;2.142;2.453;2.711;2.655;2.853;3.066;2.908;2.001;2.286;3.067;2.838;2.242;2.175;1.804;295;;41.315
28/11/2021;LÍNEA 2;;21;260;233;195;289;395;356;417;561;551;520;592;534;511;473;319;225;19;;6.471
28/11/2021;LÍNEA T-A;;155;1.123;951;984;1.253;1.349;1.135;1.453;1.623;1.744;1.720;1.847;1.799;1.843;1.618;1.475;1.203;340;;23.615
28/11/2021;LÍNEA M;;;;;5;282;209;203;238;262;322;365;358;423;386;378;317;257;115;;4.120
28/11/2021;LÍNEA H;;;;;5;107;108;79;69;58;70;70;76;62;85;58;45;27;1;;920
28/11/2021;LÍNEA O;;14;322;279;232;229;307;281;318;281;329;329;348;348;341;351;312;242;43;;4.906
28/11/2021;LÍNEA P;;;;;4;735;478;587;594;597;533;511;620;552;498;427;369;215;6;;6.726
29/11/2021;LÍNEA A;14.915;39.979;53.535;44.717;28.331;24.055;21.931;22.139;24.968;24.759;30.627;32.275;50.410;71.014;46.819;30.867;18.735;13.452;7.590;33;601.151
29/11/2021;LÍNEA B;2.843;6.719;8.289;7.459;4.864;3.904;3.581;3.604;3.878;3.625;3.951;4.522;6.242;9.173;6.645;3.566;2.465;1.741;978;11;88.060
29/11/2021;LÍNEA K;2.380;3.181;2.885;2.375;1.671;1.417;1.153;1.183;1.288;937;854;763;977;826;640;476;515;241;69;1;23.832
29/11/2021;LÍNEA J;1.170;2.409;2.433;1.952;1.213;861;782;677;741;624;545;498;607;536;461;301;241;94;41;;16.186
29/11/2021;LÍNEA 1;2.681;7.325;9.853;8.783;5.739;4.854;4.262;4.297;4.642;4.477;4.847;5.305;7.425;10.130;7.599;5.074;2.881;2.555;1.290;55;104.074
29/11/2021;LÍNEA 2;133;585;903;839;707;764;821;932;921;874;1.037;1.229;1.592;2.042;1.720;1.167;674;390;154;2;17.486
29/11/2021;LÍNEA T-A;1.135;3.055;4.034;3.620;2.437;1.968;1.812;2.038;2.134;1.997;2.159;2.538;3.252;4.338;4.019;3.001;1.852;1.419;913;68;47.789
29/11/2021;LÍNEA M;288;726;802;517;314;260;228;266;276;252;295;364;492;718;981;799;427;223;222;42;8.492
29/11/2021;LÍNEA H;184;449;366;267;146;125;116;105;101;94;60;69;57;61;25;26;28;11;1;;2.291
29/11/2021;LÍNEA O;151;769;1.223;1.097;562;495;405;489;466;428;474;586;898;1.080;783;558;468;388;172;11;11.503
29/11/2021;LÍNEA P;902;1.930;2.181;1.513;911;633;571;767;834;550;503;486;661;855;485;317;396;300;64;;14.859
30/11/2021;LÍNEA A;14.668;39.701;53.798;45.197;29.596;25.837;24.081;24.734;26.651;26.761;32.540;34.601;52.690;73.580;56.993;35.234;22.857;15.760;9.043;111;644.433
30/11/2021;LÍNEA B;2.531;6.850;8.557;7.551;5.112;4.188;4.036;3.812;4.295;4.005;4.490;4.938;6.467;9.585;7.280;4.041;2.847;2.090;1.197;25;93.897
30/11/2021;LÍNEA K;2.426;3.102;2.984;2.415;1.764;1.554;1.344;1.407;1.497;1.127;1.008;997;1.189;1.284;849;610;630;362;119;1;26.669
30/11/2021;LÍNEA J;1.007;2.459;2.443;1.979;1.243;996;837;791;885;738;675;560;682;732;479;349;290;104;48;1;17.298
30/11/2021;LÍNEA L;;;;;1;78;98;156;117;132;124;123;131;103;;;;;;;1.063
30/11/2021;LÍNEA 1;2.624;7.370;10.159;9.166;6.154;5.154;4.568;4.865;4.902;3.998;5.189;5.571;7.690;10.483;8.498;5.263;3.514;2.684;1.597;79;109.528
30/11/2021;LÍNEA 2;143;645;910;882;615;794;794;946;925;891;1.041;1.130;1.648;2.055;1.804;1.334;799;505;182;3;18.046
30/11/2021;LÍNEA T-A;1.098;3.176;4.081;3.776;1.629;2.220;2.149;2.057;2.352;2.310;2.553;2.927;3.495;4.619;4.451;3.230;2.512;1.590;1.054;73;51.352
30/11/2021;LÍNEA M;288;716;777;565;253;285;268;263;311;297;329;369;562;832;915;922;487;346;270;36;9.091
30/11/2021;LÍNEA H;191;436;398;270;113;135;101;118;114;104;63;74;92;86;52;24;34;27;3;6;2.441
30/11/2021;LÍNEA O;168;781;1.198;1.155;654;556;502;476;464;452;562;610;846;1.125;836;600;454;377;216;12;12.044
30/11/2021;LÍNEA P;894;1.958;2.193;1.689;985;724;648;750;986;685;637;508;747;939;591;428;525;411;60;11;16.369
1/12/2021;LÍNEA A;13.696;37.927;53.221;45.294;29.836;25.641;23.235;23.411;26.463;25.927;31.466;34.045;52.816;72.626;56.352;33.453;21.476;16.259;9.529;85;632.758
1/12/2021;LÍNEA B;2.633;6.451;8.087;7.345;5.028;4.258;3.708;3.702;4.223;3.794;3.993;4.645;6.617;9.358;6.883;3.906;2.821;2.003;1.242;13;90.710
1/12/2021;LÍNEA K;2.234;3.068;2.903;2.567;1.817;1.591;1.320;1.340;1.375;1.168;893;1.060;1.216;1.124;709;496;652;259;112;1;25.905
1/12/2021;LÍNEA J;1.036;2.336;2.405;1.961;1.306;920;788;724;832;624;486;569;680;701;488;321;269;97;38;;16.581
1/12/2021;LÍNEA L;;;;;;70;56;131;118;84;139;93;86;106;;;;;;;883
1/12/2021;LÍNEA 1;2.494;7.026;9.626;9.160;6.107;5.241;4.397;4.274;4.744;4.550;5.256;5.657;7.602;10.651;8.210;4.955;3.542;2.498;1.575;70;107.635
1/12/2021;LÍNEA 2;128;582;885;874;659;785;865;945;912;859;1.034;1.291;1.672;1.881;1.723;1.345;835;456;200;;17.931
1/12/2021;LÍNEA T-A;691;2.870;3.919;3.637;2.638;2.157;2.069;1.954;2.156;1.859;2.150;2.547;3.274;4.417;4.277;3.246;2.206;1.541;1.108;57;48.773
1/12/2021;LÍNEA M;201;681;771;554;354;285;299;276;259;240;279;371;468;723;959;762;545;313;250;56;8.646
1/12/2021;LÍNEA H;108;410;368;266;146;117;128;95;97;87;64;74;77;73;46;31;22;14;4;1;2.228
1/12/2021;LÍNEA O;141;750;1.112;927;623;454;439;370;521;485;527;550;888;1.124;737;592;506;403;190;5;11.344
1/12/2021;LÍNEA P;798;1.829;2.096;1.658;985;713;670;743;871;682;510;448;768;886;552;406;500;386;77;3;15.581
2/12/2021;LÍNEA A;14.398;39.437;53.601;45.185;29.645;25.679;23.094;23.518;26.106;26.091;31.577;33.942;52.835;72.916;57.118;34.868;22.673;16.935;10.377;71;640.066
2/12/2021;LÍNEA B;2.699;6.694;8.308;7.416;5.031;4.503;3.913;3.739;4.032;3.707;4.062;4.843;6.475;9.549;7.190;4.200;2.948;2.170;1.281;17;92.777
2/12/2021;LÍNEA K;2.324;3.126;2.928;2.510;1.910;1.488;1.390;1.272;1.460;1.130;1.020;943;1.171;1.137;794;647;594;303;145;2;26.294
2/12/2021;LÍNEA J;1.116;2.419;2.472;2.052;1.275;971;806;728;779;701;602;548;658;729;473;315;269;164;56;;17.133
2/12/2021;LÍNEA L;;;;;11;100;87;103;149;106;133;138;191;153;;;;;;;1.171
2/12/2021;LÍNEA 1;2.664;7.141;9.826;9.103;6.289;5.315;4.444;4.453;4.612;4.548;5.024;5.510;7.763;10.294;8.403;5.128;3.814;2.668;1.544;91;108.634
2/12/2021;LÍNEA 2;152;630;893;902;731;844;843;970;927;834;976;1.156;1.682;1.971;1.833;1.342;894;446;218;1;18.245
2/12/2021;LÍNEA T-A;1.056;3.044;4.073;3.702;2.477;2.145;2.014;1.928;2.231;2.046;2.198;2.493;3.532;4.402;4.270;3.195;2.277;1.682;1.225;86;50.076
2/12/2021;LÍNEA M;285;710;760;578;338;287;254;264;270;258;289;349;490;774;974;737;511;322;267;61;8.778
2/12/2021;LÍNEA H;162;433;387;294;154;147;123;104;105;104;96;83;90;67;49;42;16;11;6;1;2.474
2/12/2021;LÍNEA O;152;766;1.219;1.076;696;576;427;427;362;409;485;545;923;1.140;879;631;528;398;201;10;11.850
2/12/2021;LÍNEA P;848;1.957;2.152;1.690;1.022;705;677;772;861;583;514;572;663;897;491;364;411;392;83;;15.654
3/12/2021;LÍNEA A;14.373;39.152;52.977;46.321;31.278;27.827;25.704;26.034;29.216;30.004;37.136;41.615;58.941;71.918;59.713;39.725;28.167;20.194;14.859;153;695.307
3/12/2021;LÍNEA B;2.773;6.769;9.296;8.435;5.298;4.452;4.323;4.156;4.415;4.398;4.769;5.517;7.201;9.271;7.202;4.496;3.154;2.286;1.688;18;99.917
3/12/2021;LÍNEA K;2.271;3.023;2.921;2.668;1.995;1.611;1.433;1.369;1.614;1.197;1.098;1.122;1.221;1.165;860;687;585;358;131;1;27.330
3/12/2021;LÍNEA J;1.108;1.810;;1.971;1.403;1.008;935;784;832;773;779;711;698;639;508;365;317;152;87;1;14.881
3/12/2021;LÍNEA L;;;;;4;150;77;111;127;95;157;128;158;185;;;;;;;1.192
3/12/2021;LÍNEA 1;2.650;7.129;9.723;9.368;6.651;5.472;4.707;4.657;4.992;5.158;5.784;6.600;8.400;10.301;8.790;5.871;4.147;3.189;2.286;136;116.011
3/12/2021;LÍNEA 2;143;601;835;869;761;825;910;1.029;1.060;1.001;1.248;1.328;1.824;1.957;1.855;1.666;1.039;674;442;16;20.083
3/12/2021;LÍNEA T-A;1.092;2.907;3.836;3.803;2.847;2.313;2.146;2.142;2.126;2.182;2.482;2.807;3.514;4.393;4.258;3.330;2.329;1.740;1.513;154;51.914
3/12/2021;LÍNEA M;274;690;744;601;384;294;285;282;342;280;324;364;527;795;1.015;699;542;365;300;99;9.206
3/12/2021;LÍNEA H;159;418;408;304;169;142;117;108;93;94;94;75;91;90;58;33;29;18;8;;2.508
3/12/2021;LÍNEA O;175;713;1.139;1.077;697;572;460;478;537;513;492;423;578;1.099;890;663;474;411;326;33;11.750
3/12/2021;LÍNEA P;885;1.981;2.143;1.749;1.111;732;728;807;874;698;641;728;733;875;552;440;482;333;149;;16.641
4/12/2021;LÍNEA A;11.854;27.928;34.493;33.246;25.776;22.998;23.339;26.591;38.085;42.951;46.305;41.061;39.973;37.759;36.695;30.587;23.107;19.514;12.229;180;574.671
4/12/2021;LÍNEA B;2.276;4.630;5.517;5.470;4.477;4.043;4.184;4.532;6.158;6.715;6.103;5.599;5.595;5.207;4.717;4.043;2.830;2.308;1.441;26;85.871
4/12/2021;LÍNEA K;1.872;2.827;2.644;2.392;1.708;1.542;1.369;1.381;1.476;1.310;1.287;1.185;1.390;1.306;1.134;991;811;571;296;4;27.496
4/12/2021;LÍNEA J;837;1.717;1.869;1.791;1.207;994;927;965;944;898;799;746;750;640;709;590;449;326;137;3;17.298
4/12/2021;LÍNEA L;;;;;27;214;154;232;203;200;246;251;277;309;;;;;;;2.113
4/12/2021;LÍNEA 1;2.152;5.259;6.549;7.010;5.353;4.578;4.393;4.820;6.082;6.894;6.857;6.142;5.711;5.382;5.060;4.483;3.439;3.019;1.822;108;95.113
4/12/2021;LÍNEA 2;128;498;600;691;588;652;738;887;1.206;1.257;1.222;1.179;1.203;1.221;1.272;1.025;745;518;277;10;15.917
4/12/2021;LÍNEA T-A;904;2.260;2.838;3.033;2.272;2.100;2.006;2.135;2.707;2.954;3.278;3.184;2.936;2.960;2.902;2.643;2.106;1.882;1.506;98;46.704
4/12/2021;LÍNEA M;211;583;591;518;335;306;288;297;379;492;537;660;566;509;548;515;464;391;329;61;8.580
4/12/2021;LÍNEA H;119;323;317;231;191;159;119;131;132;117;99;82;73;78;76;45;56;25;14;3;2.390
4/12/2021;LÍNEA O;142;512;789;780;516;445;442;474;577;632;576;614;576;518;450;537;368;482;205;21;9.656
4/12/2021;LÍNEA P;666;1.432;1.460;1.302;916;729;719;733;849;813;818;701;666;715;605;580;506;335;172;4;14.721
5/12/2021;LÍNEA A;3.587;10.743;13.719;12.481;13.477;14.942;15.513;15.847;17.452;19.668;22.694;21.628;23.030;25.060;23.711;18.939;18.634;15.155;1.434;1;307.715
5/12/2021;LÍNEA B;732;1.828;2.142;2.095;2.408;2.899;2.966;3.136;3.303;3.682;3.533;3.582;3.501;3.692;3.551;2.528;2.132;1.674;194;;49.578
5/12/2021;LÍNEA K;;;;;795;1.230;1.255;1.309;1.099;1.269;1.272;1.381;1.482;1.683;1.236;967;872;500;46;;16.396
5/12/2021;LÍNEA J;;;;;96;1.023;891;765;727;796;743;693;717;798;772;588;456;200;16;;9.281
5/12/2021;LÍNEA L;;;;;87;270;367;385;327;365;323;425;394;409;;;;;;;3.352
5/12/2021;LÍNEA 1;494;1.745;2.302;2.360;2.456;2.936;3.304;2.983;3.033;3.464;3.580;3.520;3.312;3.573;3.486;2.773;2.826;2.193;347;;50.687
5/12/2021;LÍNEA 2;6;195;234;214;223;259;411;367;528;560;596;571;589;649;612;506;385;223;33;;7.161
5/12/2021;LÍNEA T-A;141;673;915;959;1.082;1.349;1.517;1.570;1.687;1.758;2.019;1.912;1.952;2.141;2.111;1.725;1.579;1.477;411;;26.978
5/12/2021;LÍNEA M;;;;;57;342;274;324;305;353;392;369;379;449;457;388;336;287;174;;4.886
5/12/2021;LÍNEA H;;;;;2;135;118;79;102;60;77;64;78;73;110;46;47;19;;;1.010
5/12/2021;LÍNEA O;15;246;336;289;202;311;359;269;291;277;372;374;337;376;371;337;324;256;38;;5.380
5/12/2021;LÍNEA P;;;;;68;720;623;591;667;642;720;643;635;583;608;555;500;253;9;;7.817
6/12/2021;LÍNEA A;14.898;39.319;53.403;44.244;30.054;26.368;23.037;23.426;26.751;26.516;33.357;35.818;53.516;72.615;56.433;34.772;22.076;15.921;9.150;76;641.750
6/12/2021;LÍNEA B;2.848;6.636;7.961;7.292;5.018;4.239;3.928;3.932;4.390;3.898;4.553;5.020;6.968;9.497;7.115;4.088;2.893;1.921;1.121;17;93.335
6/12/2021;LÍNEA K;2.381;3.105;2.889;2.424;1.725;1.627;1.331;1.056;1.465;1.115;884;844;1.039;842;665;544;594;328;103;1;24.962
6/12/2021;LÍNEA J;1.120;2.393;2.333;2.007;1.266;973;932;783;768;714;627;599;734;630;456;318;273;139;32;;17.097
6/12/2021;LÍNEA 1;2.446;7.036;9.517;8.866;6.275;5.279;4.580;4.527;4.808;4.616;5.373;6.037;7.662;10.420;7.732;5.214;3.465;2.581;1.500;69;108.003
6/12/2021;LÍNEA 2;137;589;838;903;688;798;869;991;1.042;916;1.137;1.267;1.694;2.231;1.865;1.352;864;432;201;3;18.817
6/12/2021;LÍNEA T-A;1.035;2.897;3.807;3.582;2.572;2.076;1.859;1.918;2.213;2.110;2.386;2.667;3.351;4.320;4.169;3.201;2.121;1.527;225;13;48.049
6/12/2021;LÍNEA M;286;697;702;582;347;254;255;256;280;277;298;427;469;772;912;780;476;304;103;19;8.496
6/12/2021;LÍNEA H;159;428;332;252;176;123;120;103;111;76;90;71;75;62;49;37;33;12;4;1;2.314
6/12/2021;LÍNEA O;182;721;1.186;1.009;696;573;454;450;445;434;517;638;849;1.046;937;608;449;402;224;10;11.830
6/12/2021;LÍNEA P;896;1.991;2.187;1.611;969;740;677;590;916;651;665;582;718;798;539;315;411;260;108;2;15.626
7/12/2021;LÍNEA A;14.566;39.645;54.308;43.827;29.515;26.372;24.431;24.398;26.530;27.412;34.610;39.161;57.698;72.571;58.893;39.906;23.830;16.677;8.828;96;663.274
7/12/2021;LÍNEA B;2.842;6.633;8.321;7.284;5.169;4.527;4.000;3.996;4.366;4.128;4.461;5.409;7.521;9.390;7.265;4.761;3.109;1.956;1.187;14;96.339
7/12/2021;LÍNEA K;2.350;3.090;2.980;2.482;1.938;1.591;1.389;1.305;1.519;1.131;1.001;953;1.113;1.118;1.051;750;718;421;210;7;27.117
7/12/2021;LÍNEA J;1.103;2.438;2.449;2.062;1.351;976;881;843;787;753;596;622;712;741;657;492;356;218;105;6;18.148
7/12/2021;LÍNEA L;;;;;3;106;142;187;203;156;131;142;161;150;;;;;;;1.381
7/12/2021;LÍNEA 1;2.628;7.099;9.962;9.155;6.351;5.324;4.729;4.483;4.811;4.606;5.306;6.332;8.280;10.282;8.749;6.149;3.729;2.790;1.579;70;112.414
7/12/2021;LÍNEA 2;118;637;908;860;767;810;813;971;1.009;940;1.094;1.318;1.848;1.948;1.719;1.358;824;416;189;4;18.551
7/12/2021;LÍNEA T-A;1.087;2.993;3.903;3.626;2.445;2.147;2.092;2.005;2.175;2.154;2.438;2.748;3.581;4.610;4.627;3.455;2.320;1.661;956;49;51.072
7/12/2021;LÍNEA M;287;761;741;600;362;273;289;236;233;250;314;427;531;835;1.019;848;583;321;255;44;9.209
7/12/2021;LÍNEA H;166;443;360;275;164;120;91;101;87;77;54;85;76;72;61;49;24;14;8;;2.327
7/12/2021;LÍNEA O;178;737;1.174;1.090;762;541;496;482;450;462;493;688;912;1.087;879;657;444;363;155;11;12.061
7/12/2021;LÍNEA P;933;2.006;2.224;1.672;1.052;800;672;740;902;659;576;625;803;765;577;570;463;307;189;4;16.539
8/12/2021;LÍNEA A;3.553;11.648;14.693;12.939;12.601;12.462;13.254;13.576;14.769;16.384;20.511;20.358;22.631;24.652;23.246;18.131;18.347;15.445;1.498;1;290.699
8/12/2021;LÍNEA B;676;1.902;2.398;2.286;2.348;2.302;2.405;2.547;2.546;2.857;3.174;3.191;3.268;3.352;3.468;2.551;1.973;4.862;587;;48.693
8/12/2021;LÍNEA K;;;;;739;1.206;1.132;1.025;1.111;1.033;979;1.115;1.311;1.376;1.278;1.021;838;482;24;;14.670
8/12/2021;LÍNEA J;;;;;32;1.066;734;716;609;651;660;626;593;772;732;600;447;228;7;;8.473
8/12/2021;LÍNEA L;;;;;51;141;233;261;260;269;233;291;261;226;;;;;;;2.226
8/12/2021;LÍNEA 1;500;1.899;2.519;2.473;2.354;2.506;2.539;2.538;2.736;2.775;3.416;3.294;3.379;3.573;3.576;2.729;2.588;2.211;521;;48.126
8/12/2021;LÍNEA 2;11;185;259;258;233;302;320;314;364;468;537;562;597;612;430;;;316;46;;5.814
8/12/2021;LÍNEA T-A;175;751;1.037;1.018;1.075;1.215;1.258;1.408;1.344;1.528;1.832;1.966;2.010;2.119;1.862;890;1.560;1.469;486;;25.003
8/12/2021;LÍNEA M;;;;;2;287;238;265;273;368;370;420;432;456;451;261;264;298;174;;4.559
8/12/2021;LÍNEA H;;;;;8;92;88;90;71;73;92;79;70;108;88;61;58;21;8;;1.007
8/12/2021;LÍNEA O;15;293;309;282;227;284;318;247;245;254;345;299;314;352;388;325;330;303;52;;5.182
8/12/2021;LÍNEA P;;;;;61;692;509;554;590;541;604;585;641;601;589;478;380;278;3;;7.106
9/12/2021;LÍNEA A;14.575;39.685;54.139;44.816;29.743;25.867;23.820;24.100;26.732;26.121;32.690;34.990;53.424;72.938;57.450;35.567;22.358;17.371;10.394;80;646.860
9/12/2021;LÍNEA B;2.734;6.604;8.255;7.468;5.100;4.368;3.927;3.904;4.064;3.825;4.152;4.890;6.734;9.511;7.268;4.216;2.861;2.053;1.395;12;93.341
9/12/2021;LÍNEA K;2.356;3.163;2.875;2.517;1.798;1.590;1.322;1.238;1.438;1.077;909;960;1.090;1.099;746;567;574;258;113;2;25.692
9/12/2021;LÍNEA J;1.143;2.434;2.388;2.028;1.233;930;841;820;818;615;606;599;687;661;542;319;265;143;56;1;17.129
9/12/2021;LÍNEA L;;;;;;126;124;214;180;187;144;219;149;192;;;;;;;1.535
9/12/2021;LÍNEA 1;2.640;7.080;10.028;9.221;6.251;5.386;4.631;4.392;4.812;4.511;5.328;5.620;7.636;10.262;8.456;5.180;3.630;2.748;1.791;87;109.690
9/12/2021;LÍNEA 2;138;634;913;834;732;778;909;939;946;874;1.114;1.289;1.649;2.064;1.798;1.290;800;490;254;9;18.454
9/12/2021;LÍNEA T-A;1.071;2.978;3.996;3.557;2.503;2.189;2.017;1.889;2.071;2.076;2.228;2.648;3.475;4.502;4.334;3.222;2.172;1.533;1.190;60;49.711
9/12/2021;LÍNEA M;271;721;732;593;331;286;284;273;304;263;251;402;518;879;926;825;445;300;239;36;8.879
9/12/2021;LÍNEA H;162;431;376;280;161;143;101;122;92;93;75;84;72;68;34;33;27;15;4;1;2.374
9/12/2021;LÍNEA O;170;756;1.224;1.071;599;507;416;453;504;505;503;557;646;1.027;885;603;482;396;197;15;11.516
9/12/2021;LÍNEA P;929;1.978;2.167;1.575;911;813;683;803;715;622;536;565;688;786;549;410;436;249;93;3;15.511
10/12/2021;LÍNEA A;14.547;39.453;53.312;44.630;30.216;26.063;24.702;24.999;27.155;27.061;33.764;37.838;57.892;73.348;57.895;38.975;24.950;19.254;12.862;211;669.127
10/12/2021;LÍNEA B;2.722;6.521;8.361;7.440;5.012;4.353;4.042;3.949;4.315;4.117;4.430;5.272;7.441;9.447;7.365;4.469;3.108;2.193;1.354;23;95.934
10/12/2021;LÍNEA K;2.300;3.138;2.976;2.646;1.850;1.529;1.365;1.325;1.313;1.136;1.084;1.119;1.263;1.215;828;608;636;341;126;1;26.799
10/12/2021;LÍNEA J;1.131;2.429;2.290;2.147;1.261;950;809;778;795;591;576;604;775;736;574;372;288;170;90;1;17.367
10/12/2021;LÍNEA L;;;;;;173;182;178;271;223;205;265;212;214;8;;;;;;1.931
10/12/2021;LÍNEA 1;2.685;7.047;10.072;8.972;4.512;5.236;4.624;4.531;4.733;4.644;5.140;6.125;8.047;10.085;8.521;5.773;3.712;3.027;2.008;127;109.621
10/12/2021;LÍNEA 2;143;630;909;884;729;770;859;960;971;869;1.077;1.177;1.799;1.960;1.678;1.405;818;570;322;5;18.535
10/12/2021;LÍNEA T-A;1.131;2.956;3.942;3.601;2.515;2.155;2.003;2.047;2.142;2.015;2.397;2.804;3.677;4.545;4.422;3.328;2.247;1.632;1.337;97;50.993
10/12/2021;LÍNEA M;313;705;730;578;341;269;287;261;275;260;244;411;515;855;1.026;742;457;271;307;58;8.905
10/12/2021;LÍNEA H;168;431;373;277;144;156;85;104;95;101;99;77;93;75;36;27;20;10;1;;2.372
10/12/2021;LÍNEA O;174;725;1.150;1.063;665;558;413;469;471;418;500;558;905;1.093;875;707;392;475;264;26;11.901
