Día;Línea de Servicio;Hora de operación;;;;;;;;;;;;;;;;;;;;
;;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00;Total general (Número de pasajeros)
16/01/2022;LÍNEA B;581;1.446;1.634;1.619;1.689;1.944;2.220;2.262;2.454;2.780;2.975;2.886;3.004;3.017;2.884;2.567;1.978;1.359;138;;39.437
16/01/2022;LÍNEA H;;;;;9;93;103;93;88;61;71;68;75;93;46;46;46;35;2;;929
16/01/2022;LÍNEA J;;;;;42;847;727;582;606;582;646;607;672;593;666;617;419;230;9;;7.845
16/01/2022;LÍNEA K;;;;;578;1.077;1.103;1.131;1.104;1.089;1.234;1.338;1.507;1.466;1.207;898;785;409;23;;14.949
16/01/2022;LÍNEA L;;;;;88;343;499;609;469;493;585;639;707;677;;;;;;;5.109
16/01/2022;LÍNEA M;;;;;3;292;215;251;268;269;338;329;437;388;442;342;355;299;119;;4.347
16/01/2022;LÍNEA O;18;243;244;225;222;238;274;228;256;274;333;328;320;345;376;324;291;260;30;;4.829
16/01/2022;LÍNEA P;;;;;23;605;465;524;589;467;576;568;584;540;603;455;478;191;13;;6.681
16/01/2022;LÍNEA T-A;112;545;790;698;789;933;1.241;1.302;1.355;1.400;1.548;1.567;1.685;1.585;1.711;1.483;1.484;1.197;243;;21.668
17/01/2022;LÍNEA 1;2.572;6.773;8.970;8.045;5.437;4.695;4.256;4.068;4.504;4.326;5.004;5.375;7.217;9.475;7.369;3.969;2.612;2.160;1.119;61;98.007
17/01/2022;LÍNEA 2;127;608;772;793;661;795;755;852;923;835;1.045;1.248;1.542;1.945;1.569;990;639;336;147;5;16.587
17/01/2022;LÍNEA A;14.150;37.218;48.014;39.826;25.394;23.059;21.124;21.675;24.622;23.741;30.097;31.575;47.876;65.473;48.855;25.823;16.553;12.561;6.762;29;564.427
17/01/2022;LÍNEA B;2.722;6.184;7.547;6.597;4.352;3.740;3.483;3.612;3.857;3.640;3.915;4.396;5.960;8.550;6.292;3.475;2.401;1.579;847;10;83.159
17/01/2022;LÍNEA H;162;412;348;215;134;96;129;116;94;67;62;91;64;52;47;22;27;10;;1;2.149
17/01/2022;LÍNEA J;1.108;2.267;2.149;1.834;1.203;871;742;690;841;555;525;508;616;555;485;287;230;111;40;1;15.618
17/01/2022;LÍNEA K;2.228;2.828;2.865;2.242;1.566;1.261;1.206;1.114;1.287;1.036;824;777;861;863;575;498;548;295;93;2;22.969
17/01/2022;LÍNEA M;277;723;707;484;298;292;233;276;327;247;299;426;505;830;944;770;390;255;231;20;8.534
17/01/2022;LÍNEA O;157;701;1.167;1.066;640;504;446;490;535;422;543;582;862;1.189;852;580;385;384;128;4;11.637
17/01/2022;LÍNEA P;912;1.887;2.032;1.401;846;658;568;573;676;526;468;490;606;577;441;305;309;132;65;1;13.473
17/01/2022;LÍNEA T-A;1.058;3.009;3.725;3.068;2.141;1.885;1.752;1.930;2.258;1.902;2.286;2.583;3.121;4.196;4.019;2.537;1.768;1.204;867;25;45.334
18/01/2022;LÍNEA 1;2.557;6.952;9.424;8.450;5.600;4.645;4.115;4.061;4.481;4.250;4.816;5.305;7.193;9.502;7.376;4.325;2.729;2.204;1.045;43;99.073
18/01/2022;LÍNEA 2;131;657;851;816;688;696;800;902;881;778;951;1.117;1.598;1.854;1.569;1.016;582;337;139;3;16.366
18/01/2022;LÍNEA A;14.092;37.777;50.119;40.481;25.695;22.647;21.272;21.326;24.261;23.385;29.294;32.347;48.514;65.843;48.804;26.566;16.486;12.856;7.158;37;568.960
18/01/2022;LÍNEA B;2.591;6.375;7.859;6.636;4.289;3.827;3.350;3.325;3.844;3.623;3.807;4.289;5.932;8.667;6.485;3.392;2.504;1.675;974;15;83.459
18/01/2022;LÍNEA H;176;391;351;250;118;114;110;88;127;100;64;77;55;54;44;24;19;10;3;;2.175
18/01/2022;LÍNEA J;1.147;2.366;2.335;1.836;1.156;859;674;672;780;574;511;447;573;588;394;302;250;109;36;;15.609
18/01/2022;LÍNEA K;1.900;3.090;3.002;2.368;1.591;1.244;1.112;1.101;1.348;1.044;754;889;963;955;721;453;517;258;104;1;23.415
18/01/2022;LÍNEA L;;;;;;136;154;168;213;188;190;155;169;190;;;;;;;1.563
18/01/2022;LÍNEA M;278;774;762;479;284;278;225;253;312;202;295;363;504;840;935;755;377;266;226;33;8.441
18/01/2022;LÍNEA O;166;793;1.199;1.143;643;424;447;477;512;434;514;644;919;1.298;928;609;460;370;151;5;12.136
18/01/2022;LÍNEA P;877;2.018;2.105;1.492;826;735;583;551;654;487;508;468;558;576;434;322;325;169;62;5;13.755
18/01/2022;LÍNEA T-A;1.081;2.992;3.993;3.171;2.145;1.882;1.711;1.875;2.274;1.795;2.219;2.348;3.265;4.240;4.099;2.441;1.741;1.196;876;33;45.377
19/01/2022;LÍNEA 1;2.588;6.946;9.344;8.536;5.415;4.599;3.986;4.009;4.394;4.256;4.831;5.233;7.214;9.684;7.754;4.259;2.781;2.298;1.223;49;99.399
19/01/2022;LÍNEA 2;136;680;901;824;681;725;743;827;984;840;1.002;1.217;1.496;1.975;1.656;1.034;653;382;171;4;16.931
19/01/2022;LÍNEA A;14.036;37.928;49.766;40.741;25.666;22.605;20.676;20.609;23.639;23.122;28.906;30.790;48.074;67.003;49.856;27.671;16.997;13.572;7.476;43;569.176
19/01/2022;LÍNEA B;2.662;6.396;7.877;6.676;4.342;3.684;3.441;3.323;3.739;3.554;3.802;4.306;6.097;8.834;6.661;3.609;2.604;1.863;1.059;4;84.533
19/01/2022;LÍNEA H;165;424;364;246;123;121;117;101;112;79;68;64;74;66;37;36;32;10;7;1;2.247
19/01/2022;LÍNEA J;1.130;2.416;2.290;1.893;1.090;848;677;723;714;574;467;452;552;612;446;308;253;109;40;2;15.596
19/01/2022;LÍNEA K;2.261;3.165;2.828;2.386;1.587;1.253;1.092;1.039;1.293;982;949;833;1.011;979;718;461;547;269;97;;23.750
19/01/2022;LÍNEA L;;;;;5;87;138;156;193;158;158;168;237;208;1;;;;;;1.509
19/01/2022;LÍNEA M;257;794;770;479;305;248;257;248;356;267;261;385;512;887;982;718;370;271;231;36;8.634
19/01/2022;LÍNEA O;163;786;1.191;1.177;594;496;489;530;552;456;511;616;808;1.244;970;638;474;420;155;7;12.277
19/01/2022;LÍNEA P;907;2.042;2.177;1.428;878;628;592;570;705;529;468;462;564;655;428;333;306;181;100;3;13.956
19/01/2022;LÍNEA T-A;1.069;3.164;3.941;3.341;2.241;1.896;1.816;1.868;2.324;1.901;2.220;2.502;3.215;4.294;4.217;2.593;1.818;1.290;923;36;46.669
20/01/2022;LÍNEA 1;2.562;7.159;9.566;8.378;5.341;4.631;4.004;3.937;4.248;4.193;4.771;5.384;7.056;9.840;7.080;4.704;2.869;2.234;1.232;42;99.231
20/01/2022;LÍNEA 2;136;691;871;886;688;773;698;913;906;795;962;1.177;1.532;1.999;1.631;1.058;678;370;175;4;16.943
20/01/2022;LÍNEA A;13.857;38.255;50.401;40.267;25.523;22.747;20.500;20.584;23.850;23.178;28.792;30.866;48.609;66.802;46.262;28.218;17.360;13.497;7.696;43;567.307
20/01/2022;LÍNEA B;2.687;6.611;7.754;6.739;4.236;3.518;3.413;3.477;3.911;3.546;3.736;4.404;6.149;8.797;6.411;3.721;2.558;1.737;1.057;7;84.469
20/01/2022;LÍNEA H;170;424;378;228;128;128;98;115;107;71;59;55;66;69;37;37;22;18;5;1;2.216
20/01/2022;LÍNEA J;1.114;2.433;2.331;1.944;1.102;802;710;714;777;570;509;472;642;587;393;290;260;141;41;2;15.834
20/01/2022;LÍNEA K;2.304;3.017;2.993;2.412;1.513;1.273;1.058;1.031;1.334;892;752;869;987;959;721;465;558;282;100;;23.520
20/01/2022;LÍNEA L;;;;;13;99;186;174;144;170;160;132;196;169;;;;;;;1.443
20/01/2022;LÍNEA M;278;803;775;505;305;265;207;237;317;268;241;392;557;780;921;856;416;219;241;27;8.610
20/01/2022;LÍNEA O;150;785;1.231;1.054;737;525;475;509;471;442;501;590;895;1.184;953;594;433;389;187;7;12.112
20/01/2022;LÍNEA P;907;2.077;2.136;1.524;878;641;636;596;760;504;525;460;595;664;397;289;323;147;100;;14.159
20/01/2022;LÍNEA T-A;1.083;3.118;4.020;3.273;2.218;1.890;1.747;1.841;2.360;1.929;2.146;2.547;3.290;4.274;3.828;3.007;1.825;1.232;933;47;46.608
21/01/2022;LÍNEA 1;2.574;7.044;9.370;8.154;5.709;4.670;3.966;4.104;4.279;4.084;5.173;5.694;7.547;9.649;7.482;4.576;3.120;2.498;1.486;57;101.236
21/01/2022;LÍNEA 2;135;739;971;961;733;781;823;948;934;870;1.070;1.295;1.749;2.084;1.740;1.229;647;516;220;11;18.456
21/01/2022;LÍNEA A;13.658;38.223;49.933;40.099;25.608;22.218;20.593;21.195;24.162;24.130;31.101;33.991;50.866;65.312;47.242;29.638;18.132;14.730;8.842;69;579.742
21/01/2022;LÍNEA B;2.746;6.559;7.571;6.567;4.047;3.778;3.459;3.459;4.008;3.613;4.069;4.685;6.476;8.508;6.408;4.049;2.774;1.948;1.104;19;85.847
21/01/2022;LÍNEA H;154;433;350;263;143;96;97;118;119;66;60;79;93;50;46;43;22;10;8;;2.250
21/01/2022;LÍNEA J;1.105;2.411;2.382;2.013;1.106;819;633;705;773;579;522;527;635;593;478;344;273;172;48;;16.118
21/01/2022;LÍNEA K;2.277;3.067;2.964;2.344;1.664;1.217;1.118;1.114;1.412;984;931;889;1.127;1.128;829;547;548;276;119;1;24.556
21/01/2022;LÍNEA L;;;;;11;107;133;178;196;177;152;273;274;270;;;;;;;1.771
21/01/2022;LÍNEA M;267;814;749;527;312;280;281;224;344;284;241;468;552;861;854;771;412;284;242;52;8.819
21/01/2022;LÍNEA O;155;796;1.186;1.006;584;536;434;492;505;475;567;692;937;954;918;590;409;436;209;19;11.900
21/01/2022;LÍNEA P;943;2.048;2.180;1.501;907;649;596;617;774;481;550;534;598;580;499;382;340;172;111;;14.462
21/01/2022;LÍNEA T-A;1.066;3.203;3.977;3.116;2.289;1.886;1.721;1.882;2.308;1.883;2.187;2.634;3.342;4.245;4.163;2.773;1.811;1.448;1.036;63;47.033
22/01/2022;LÍNEA 1;2.109;4.836;6.049;6.335;4.420;3.982;3.613;4.230;5.547;5.836;6.000;5.220;4.537;4.244;3.884;3.303;2.425;2.231;1.387;77;80.265
22/01/2022;LÍNEA 2;111;503;561;643;547;574;657;824;1.087;1.125;1.133;1.003;940;1.022;975;683;507;385;194;6;13.480
22/01/2022;LÍNEA A;11.027;25.721;30.674;28.583;20.889;18.953;19.245;22.356;34.714;37.517;39.573;32.389;29.516;27.872;25.338;20.669;15.030;13.797;8.197;85;462.145
22/01/2022;LÍNEA B;2.221;4.424;4.812;4.699;3.637;3.340;3.450;3.712;5.100;5.506;5.202;4.705;4.302;4.148;3.777;2.999;2.278;1.963;1.044;17;71.336
22/01/2022;LÍNEA H;118;329;264;219;125;124;128;111;103;88;77;60;82;108;45;64;38;21;9;2;2.115
22/01/2022;LÍNEA J;893;1.601;1.738;1.628;1.134;840;747;790;888;785;725;697;608;442;484;532;384;268;116;5;15.305
22/01/2022;LÍNEA K;1.914;2.800;2.524;2.158;1.392;1.208;1.114;1.182;1.435;1.075;1.021;1.095;1.204;1.118;796;672;583;409;199;6;23.905
22/01/2022;LÍNEA L;;;;;11;224;270;315;291;321;337;331;343;242;6;;;;;;2.691
22/01/2022;LÍNEA M;196;566;571;467;323;296;299;274;430;474;619;656;488;509;510;454;314;295;264;65;8.070
22/01/2022;LÍNEA O;138;526;725;774;511;481;371;465;616;613;602;555;547;532;483;447;306;369;176;16;9.253
22/01/2022;LÍNEA P;737;1.386;1.409;1.200;734;600;602;571;731;584;619;663;565;490;421;414;377;277;147;3;12.530
22/01/2022;LÍNEA T-A;864;2.124;2.700;2.521;1.863;1.769;1.821;1.944;2.654;2.754;3.069;2.954;2.361;2.387;2.320;2.046;1.568;1.345;1.078;71;40.213
23/01/2022;LÍNEA 1;446;1.557;1.798;1.956;1.849;2.210;2.499;2.344;2.567;2.704;2.943;2.612;2.746;2.690;2.899;2.550;2.341;1.721;219;;40.651
23/01/2022;LÍNEA 2;11;173;184;194;193;247;385;366;458;431;374;443;377;401;447;371;305;232;27;;5.619
23/01/2022;LÍNEA A;3.115;9.480;11.185;9.341;9.291;10.629;12.274;12.238;13.384;15.268;17.965;16.376;17.033;17.135;17.454;15.154;14.177;10.615;771;;232.885
23/01/2022;LÍNEA B;622;1.490;1.671;1.628;1.682;2.060;2.245;2.386;2.592;2.519;2.984;2.703;2.988;3.054;5.013;2.882;2.104;1.567;150;;42.340
23/01/2022;LÍNEA H;;;;;4;97;90;87;77;79;67;64;73;61;78;61;52;26;9;;925
23/01/2022;LÍNEA J;;;;;49;792;651;663;619;631;657;615;746;668;606;572;563;229;8;;8.069
23/01/2022;LÍNEA K;;;;;555;1.016;1.130;990;1.063;1.043;1.093;1.220;1.728;1.549;1.090;889;757;430;18;;14.571
23/01/2022;LÍNEA L;;;;;177;332;635;524;573;442;439;640;810;525;2;;;;;;5.099
23/01/2022;LÍNEA M;;;;;;306;257;256;340;279;315;353;393;323;361;433;312;259;124;;4.311
23/01/2022;LÍNEA O;18;243;261;235;216;267;268;256;302;306;328;306;399;351;344;333;310;257;37;;5.037
23/01/2022;LÍNEA P;;;;;33;546;526;524;529;535;589;579;585;535;604;461;502;239;16;;6.803
23/01/2022;LÍNEA T-A;129;596;823;755;761;1.179;1.275;1.301;1.502;1.569;1.624;1.627;1.633;1.689;1.897;1.657;1.530;1.213;291;;23.051
24/01/2022;LÍNEA 1;2.703;7.587;9.755;8.793;5.659;4.845;4.311;4.326;4.547;4.409;5.183;5.419;7.557;10.214;7.603;4.204;2.834;2.141;1.131;42;103.263
24/01/2022;LÍNEA 2;138;689;896;907;712;792;815;903;987;862;1.053;1.253;1.623;2.236;1.823;1.083;696;398;167;;18.033
24/01/2022;LÍNEA A;14.876;40.361;52.301;42.398;25.882;22.992;21.167;21.159;23.964;23.280;29.451;31.117;49.037;69.781;50.928;26.401;16.712;12.774;6.831;36;581.448
24/01/2022;LÍNEA B;2.835;6.782;7.948;6.950;4.410;3.783;3.499;3.432;4.006;3.449;3.907;4.540;6.303;9.155;6.181;3.508;2.565;1.937;917;7;86.114
24/01/2022;LÍNEA H;181;469;393;252;133;108;105;126;110;94;48;67;86;52;49;27;22;20;4;;2.346
24/01/2022;LÍNEA J;1.224;2.447;2.331;1.969;1.227;829;649;716;812;677;607;593;662;607;444;296;262;116;48;1;16.517
24/01/2022;LÍNEA K;2.252;2.839;2.939;2.240;1.594;1.310;1.031;1.021;1.324;942;749;751;914;788;728;457;564;283;87;3;22.816
24/01/2022;LÍNEA M;288;809;778;484;312;261;231;283;363;282;286;439;559;865;949;742;396;236;211;37;8.811
24/01/2022;LÍNEA O;167;817;1.248;1.224;698;562;433;535;549;501;554;632;840;1.300;957;618;388;408;131;4;12.566
24/01/2022;LÍNEA P;952;2.079;2.252;1.479;862;694;563;659;834;475;526;430;580;634;487;319;321;173;74;;14.393
24/01/2022;LÍNEA T-A;1.171;3.358;4.104;3.269;2.193;1.893;1.763;1.819;2.339;1.869;2.245;2.497;3.450;4.469;4.378;2.602;1.733;1.234;910;27;47.323
25/01/2022;LÍNEA 1;2.771;7.594;10.014;9.383;5.719;4.773;4.071;4.129;4.717;4.543;5.256;5.395;6.731;10.446;8.055;4.416;2.884;2.188;724;29;103.838
25/01/2022;LÍNEA 2;154;698;962;913;670;726;793;817;882;809;1.010;1.191;1.606;1.919;1.673;1.017;656;348;147;;16.991
25/01/2022;LÍNEA A;14.480;40.027;51.884;42.900;26.341;23.521;20.998;21.274;24.165;23.873;29.553;31.973;49.360;70.658;50.981;27.601;16.995;13.153;7.102;38;586.877
25/01/2022;LÍNEA B;2.865;6.764;8.198;7.041;4.579;3.857;3.397;3.478;4.241;3.727;3.836;4.603;5.576;9.608;6.746;3.550;2.568;1.970;962;2;87.568
25/01/2022;LÍNEA H;178;493;376;247;146;100;88;104;92;65;60;71;102;52;50;21;25;15;2;1;2.288
25/01/2022;LÍNEA J;1.208;2.517;2.433;1.931;1.115;834;680;688;778;610;511;505;476;567;380;269;227;85;36;1;15.851
25/01/2022;LÍNEA K;2.326;3.192;2.850;2.269;1.651;1.202;994;954;1.414;1.047;840;648;976;967;618;458;365;249;69;2;23.091
25/01/2022;LÍNEA L;;;;;6;83;121;153;172;107;148;112;169;110;;;;;;;1.181
25/01/2022;LÍNEA M;271;812;807;503;303;258;201;268;334;234;313;339;566;806;1.074;706;379;261;213;32;8.680
25/01/2022;LÍNEA O;167;829;1.255;1.226;663;586;452;506;583;482;601;622;790;1.296;997;673;447;373;152;7;12.707
25/01/2022;LÍNEA P;980;2.179;2.304;1.517;876;664;480;560;808;540;512;433;606;341;;101;234;121;57;;13.313
25/01/2022;LÍNEA T-A;1.135;3.277;4.171;3.424;2.324;1.871;1.712;1.802;2.288;2.070;2.175;2.636;3.479;4.248;4.400;2.620;1.793;1.315;901;30;47.671
26/01/2022;LÍNEA 1;2.638;7.654;9.956;9.075;5.776;4.722;4.197;4.301;4.780;4.862;4.951;5.654;7.684;10.423;8.117;4.945;3.056;2.429;1.337;117;106.674
26/01/2022;LÍNEA 2;156;697;898;941;698;762;759;831;904;888;996;1.170;1.578;2.048;1.656;1.088;730;373;180;5;17.358
26/01/2022;LÍNEA A;14.419;40.159;53.040;43.000;26.371;22.782;20.633;20.877;24.670;23.994;29.967;32.657;51.339;71.822;52.551;29.630;17.708;13.716;7.619;54;597.008
26/01/2022;LÍNEA B;2.862;6.954;8.285;6.921;4.519;3.919;3.401;3.465;4.192;3.735;3.817;4.559;6.400;9.116;6.856;3.978;2.752;2.190;4.606;42;92.569
26/01/2022;LÍNEA H;180;463;352;246;128;114;89;126;94;62;75;77;92;60;50;36;17;21;6;;2.288
26/01/2022;LÍNEA J;1.201;2.534;2.371;2.035;1.102;767;614;756;762;545;529;450;589;594;508;294;268;105;41;;16.065
26/01/2022;LÍNEA K;2.366;3.079;2.931;2.274;1.530;1.249;1.078;1.041;1.373;1.005;848;739;1.044;1.080;790;528;530;248;87;1;23.821
26/01/2022;LÍNEA L;;;;;2;98;123;212;162;136;154;159;182;150;;;;;;;1.378
26/01/2022;LÍNEA M;269;853;783;547;323;256;204;239;351;273;275;377;530;889;983;760;427;269;233;60;8.901
26/01/2022;LÍNEA O;167;838;1.252;1.172;690;529;488;457;550;528;585;677;874;1.177;1.029;661;457;454;204;18;12.807
26/01/2022;LÍNEA P;957;2.066;2.234;1.524;828;647;535;560;902;543;458;413;622;728;512;343;320;185;68;;14.445
26/01/2022;LÍNEA T-A;1.093;3.449;4.220;3.343;2.224;1.872;1.804;1.846;2.326;1.942;2.215;2.574;3.374;4.566;4.522;2.869;1.859;1.371;1.116;70;48.655
27/01/2022;LÍNEA 1;2.712;7.635;10.066;8.824;5.845;4.727;4.088;4.147;4.622;4.249;4.871;5.469;7.541;10.226;7.881;4.527;3.067;2.431;1.218;35;104.181
27/01/2022;LÍNEA 2;160;688;900;909;694;744;772;902;902;756;960;1.204;1.537;1.979;1.686;1.101;699;373;198;3;17.167
27/01/2022;LÍNEA A;14.402;40.153;52.678;42.492;26.235;22.839;20.294;20.911;24.036;23.672;29.314;32.328;50.121;70.117;50.650;27.882;17.577;13.859;7.563;34;587.157
27/01/2022;LÍNEA B;2.753;6.947;8.327;7.118;4.596;3.783;3.275;3.473;4.042;3.474;3.853;4.488;6.307;9.341;6.630;3.809;2.671;2.132;1.069;3;88.091
27/01/2022;LÍNEA H;190;479;371;253;134;109;105;98;95;55;64;67;65;58;56;30;24;10;6;;2.269
27/01/2022;LÍNEA J;1.204;2.533;2.431;1.985;1.189;784;657;701;788;543;494;491;571;666;427;273;225;127;29;;16.118
27/01/2022;LÍNEA K;2.376;3.096;2.971;2.365;1.533;1.180;1.020;1.036;1.372;1.007;866;848;1.010;987;700;487;531;240;105;1;23.731
27/01/2022;LÍNEA L;;;;;1;72;105;198;164;130;172;201;168;155;1;;;;;;1.367
27/01/2022;LÍNEA M;281;849;851;495;362;247;216;246;373;267;234;378;483;852;946;753;370;236;230;38;8.707
27/01/2022;LÍNEA O;157;834;1.265;1.207;710;551;436;540;577;444;582;601;917;1.256;1.041;665;418;460;179;7;12.847
27/01/2022;LÍNEA P;977;2.176;2.288;1.500;867;627;552;615;885;485;481;475;665;632;491;303;360;172;91;3;14.645
27/01/2022;LÍNEA T-A;1.189;3.293;4.213;3.409;2.325;1.894;1.745;1.724;2.516;1.932;2.174;2.622;3.203;4.477;4.496;2.623;1.858;1.372;925;39;48.029
28/01/2022;LÍNEA 1;2.663;7.465;9.925;8.724;5.694;4.728;4.023;4.265;4.545;4.437;5.177;6.537;7.007;7.354;6.543;3.945;2.618;2.452;1.517;34;99.653
28/01/2022;LÍNEA 2;173;661;921;914;726;804;799;863;912;916;1.053;1.311;1.426;1.628;1.524;1.024;666;455;268;6;17.050
28/01/2022;LÍNEA A;14.335;39.957;52.921;43.316;26.486;22.984;21.090;21.523;24.723;24.999;33.480;41.273;51.997;60.379;49.512;28.279;17.875;15.381;9.293;74;599.877
28/01/2022;LÍNEA B;2.835;6.954;8.165;7.301;4.614;3.967;3.520;3.538;4.303;3.628;4.340;5.688;6.527;7.726;6.391;3.644;2.851;2.307;1.194;10;89.503
28/01/2022;LÍNEA H;197;437;365;277;138;135;95;97;94;54;74;85;65;53;31;19;25;18;5;;2.264
28/01/2022;LÍNEA J;1.167;1.990;2.035;1.849;1.308;891;686;710;805;630;513;596;640;561;513;329;286;146;57;;15.712
28/01/2022;LÍNEA K;1.989;2.310;2.218;2.247;1.587;1.371;1.071;1.107;1.358;1.067;1.024;972;1.059;962;739;548;584;305;119;4;22.641
28/01/2022;LÍNEA L;;;;;;118;102;190;171;182;230;151;147;169;;;;;;;1.460
28/01/2022;LÍNEA M;297;778;778;561;310;253;241;245;267;242;318;471;632;869;865;683;397;288;286;50;8.831
28/01/2022;LÍNEA O;177;822;1.285;1.272;694;604;437;530;624;572;600;732;794;1.188;919;593;451;449;189;14;12.946
28/01/2022;LÍNEA P;1.000;2.132;2.284;1.440;960;705;608;627;707;547;557;642;600;573;524;365;327;170;87;2;14.857
28/01/2022;LÍNEA T-A;1.157;3.141;3.966;3.424;2.240;1.834;1.871;1.762;2.151;2.025;2.376;3.033;3.526;4.069;3.940;2.602;1.784;1.521;1.074;56;47.552
29/01/2022;LÍNEA 1;2.107;4.934;6.158;6.577;4.758;4.366;3.763;4.326;5.700;6.020;6.525;5.391;5.066;4.489;4.199;3.332;2.634;2.352;1.454;65;84.216
29/01/2022;LÍNEA 2;131;462;569;653;582;667;750;894;1.104;1.184;1.129;1.112;1.099;965;964;782;557;382;214;7;14.207
29/01/2022;LÍNEA A;11.284;26.162;31.765;30.044;21.504;20.073;19.607;22.944;35.812;38.813;40.314;34.802;32.022;29.632;27.323;21.995;15.725;14.294;8.598;73;482.786
29/01/2022;LÍNEA B;2.133;4.655;4.988;4.946;3.730;3.357;3.550;3.824;5.374;5.418;5.184;4.861;4.768;4.185;3.810;2.949;2.388;1.899;1.264;14;73.297
29/01/2022;LÍNEA H;137;341;283;192;127;126;124;111;84;83;82;79;81;85;40;36;38;33;6;1;2.089
29/01/2022;LÍNEA J;881;1.710;1.674;1.555;1.126;881;770;733;862;762;667;695;693;638;568;513;421;294;122;;15.565
29/01/2022;LÍNEA K;1.954;2.719;2.546;2.192;1.586;1.306;1.158;1.127;1.446;1.082;979;1.008;1.288;1.160;943;752;690;500;272;3;24.711
29/01/2022;LÍNEA L;;;;;;207;243;315;228;256;233;239;356;364;;;;;;;2.441
29/01/2022;LÍNEA M;237;540;586;453;311;242;273;307;411;474;648;561;618;522;509;493;387;333;282;45;8.232
29/01/2022;LÍNEA O;155;543;765;869;566;446;396;428;642;631;686;584;570;591;558;460;390;387;195;10;9.872
29/01/2022;LÍNEA P;787;1.409;1.453;1.277;814;676;629;583;762;580;544;575;612;565;486;468;435;275;167;;13.097
29/01/2022;LÍNEA T-A;857;2.127;2.726;2.746;2.031;1.746;1.819;2.000;2.607;2.861;2.909;3.058;2.772;2.495;2.368;2.149;1.669;1.532;1.144;64;41.680
30/01/2022;LÍNEA 1;485;1.587;1.990;2.093;1.964;2.345;2.598;2.643;2.708;2.799;3.077;2.774;2.884;2.739;3.075;2.530;2.423;1.769;248;;42.731
30/01/2022;LÍNEA 2;10;169;181;223;198;278;402;356;440;560;401;387;435;430;470;435;300;205;28;;5.908
30/01/2022;LÍNEA A;2.928;9.737;11.577;10.475;10.095;11.337;13.123;13.231;14.042;16.445;18.637;17.100;17.739;18.352;18.871;16.480;15.212;11.496;856;;247.733
30/01/2022;LÍNEA B;586;1.584;1.779;1.701;1.910;2.134;2.427;2.463;2.612;2.772;3.068;2.798;2.975;3.182;5.383;3.086;2.288;1.670;142;;44.560
30/01/2022;LÍNEA H;;;;;6;94;92;81;82;86;84;66;79;;85;61;73;44;5;;938
30/01/2022;LÍNEA J;;;;;75;886;716;655;617;717;624;683;708;724;762;662;536;233;11;;8.609
30/01/2022;LÍNEA K;;;;;576;1.222;1.199;1.041;1.140;1.189;1.235;1.327;1.585;1.610;1.148;1.028;857;444;17;;15.618
30/01/2022;LÍNEA L;;;;;150;443;628;551;472;477;506;548;641;624;;;;;;;5.040
30/01/2022;LÍNEA M;;;;;;305;261;307;280;323;329;463;418;423;469;430;335;253;141;;4.737
30/01/2022;LÍNEA O;16;267;287;253;244;274;321;319;305;274;388;318;320;394;337;356;275;299;30;;5.277
30/01/2022;LÍNEA P;;;;;5;679;564;556;537;555;660;587;693;567;559;536;399;234;8;;7.139
30/01/2022;LÍNEA T-A;125;575;887;889;867;1.267;1.340;1.441;1.475;1.596;1.747;1.718;1.675;1.763;2.034;1.641;1.545;1.311;282;;24.178
31/01/2022;LÍNEA 1;2.687;4.716;10.039;8.816;5.594;4.998;4.404;4.316;4.779;4.449;5.136;5.492;7.681;10.128;7.938;4.716;2.928;2.286;1.282;45;102.430
31/01/2022;LÍNEA 2;138;879;938;889;716;757;820;923;916;906;1.077;1.224;1.729;1.939;1.806;1.194;682;405;161;7;18.106
31/01/2022;LÍNEA A;14.617;40.826;52.637;44.666;22.377;24.398;21.654;22.199;25.442;24.670;30.303;32.494;49.470;70.203;52.576;30.464;18.200;13.706;7.538;61;598.501
31/01/2022;LÍNEA B;2.842;6.883;8.348;6.991;4.710;3.931;3.504;3.737;4.394;3.708;3.972;4.600;6.363;9.027;6.914;3.883;3.026;2.078;1.021;7;89.939
31/01/2022;LÍNEA H;188;461;365;255;141;117;109;138;103;76;79;75;84;48;37;23;19;11;7;;2.336
31/01/2022;LÍNEA J;1.277;2.422;2.369;1.955;1.158;834;717;778;832;593;532;530;638;632;458;298;239;133;41;;16.436
31/01/2022;LÍNEA K;2.433;2.981;2.768;2.230;1.595;1.259;1.050;1.109;1.395;953;757;765;955;890;707;564;578;267;92;;23.348
31/01/2022;LÍNEA M;326;780;732;506;318;253;211;273;321;276;260;408;522;747;970;780;454;263;215;30;8.645
31/01/2022;LÍNEA O;172;832;1.340;1.104;716;573;479;511;640;537;589;699;941;1.295;1.028;655;421;372;160;8;13.072
31/01/2022;LÍNEA P;956;2.147;2.291;1.562;873;703;544;592;802;541;535;614;559;665;464;340;333;152;89;;14.762
31/01/2022;LÍNEA T-A;1.200;3.232;4.089;3.477;2.185;1.860;1.769;1.952;2.513;1.992;2.330;2.631;3.402;4.450;4.083;3.139;1.925;1.358;970;40;48.597
